store_id,name_food,link_food,score_food,comment,collect,point,phone,location,price
17012878,支那そば 炭鶏麺,https://tabelog.com/ishikawa/A1701/A170101/17012878/,3.27,36,313.0,16.622494481081322,076-220-7516,石川県金沢市森戸2-15-3,
17006911,中華蕎麦 御輿,https://tabelog.com/ishikawa/A1701/A170101/17006911/,3.47,185,5091.0,21.74632196813314,076-233-0354,石川県金沢市安江町3-11 金澤表参道BLD 1F,1000.0
17012624,能登牛骨めん 匠八屋,https://tabelog.com/ishikawa/A1701/A170101/17012624/,3.19,27,780.0,17.03922056204993,076-227-8666,石川県金沢市進和町50,999.0
17000135,尾道ラーメン,https://tabelog.com/ishikawa/A1701/A170101/17000135/,3.39,104,2082.0,20.00631686145,不明の為情報お待ちしております,石川県金沢市米泉町7-14,999.0
17011614,ラーメン 太郎,https://tabelog.com/ishikawa/A1701/A170101/17011614/,3.04,16,135.0,14.392510898603511,076-251-5711,石川県金沢市神谷内ニ75-1,1000.0
17000705,らーめん世界  桜田店,https://tabelog.com/ishikawa/A1701/A170101/17000705/,3.06,53,628.0,17.35091211257757,076-221-8830,石川県金沢市桜田町サ102-1,1000.0
17005655,８番らーめん 横川店,https://tabelog.com/ishikawa/A1701/A170101/17005655/,3.02,23,195.0,15.131779255648052,076-280-9588,石川県金沢市米泉1-70-1,1000.0
17001202,中華北京,https://tabelog.com/ishikawa/A1701/A170101/17001202/,3.32,81,1308.0,19.105081862627003,076-264-3344,石川県金沢市柿木畠3-10,1000.0
17008424,支那そば元祖 諸江店,https://tabelog.com/ishikawa/A1701/A170101/17008424/,3.37,94,935.0,19.046267746398243,076-254-1999,石川県金沢市諸江町中丁248-1,
17010633,中華 一龍,https://tabelog.com/ishikawa/A1701/A170101/17010633/,3.16,13,175.0,14.65735279057646,076-291-1072,石川県金沢市米丸町1,
17008350,夕介,https://tabelog.com/ishikawa/A1701/A170101/17008350/,3.44,110,1875.0,20.06833337114097,076-214-6940,石川県金沢市新保本1-313,
17010346,麺屋 鶯 Uguisu,https://tabelog.com/ishikawa/A1701/A170101/17010346/,3.5,291,7561.0,22.742995547172818,不明の為情報お待ちしております,石川県金沢市片町1-5-32,1000.0
17005644,８番らーめん みなと大橋店,https://tabelog.com/ishikawa/A1701/A170102/17005644/,3.02,16,103.0,14.084246912008833,076-237-0010,石川県金沢市北間町ホ180-3,
17001270,らあめん花月嵐 四十万店,https://tabelog.com/ishikawa/A1701/A170101/17001270/,3.01,17,144.0,14.465179851895972,076-298-1875,石川県金沢市四十万3-5,999.0
17012044,弓月,https://tabelog.com/ishikawa/A1701/A170101/17012044/,3.41,89,1335.0,19.41720695849291,080-9870-2563,石川県金沢市此花町5-6,999.0
17006789,和香居,https://tabelog.com/ishikawa/A1701/A170101/17006789/,3.25,43,717.0,17.617497129750138,076-291-2188,石川県金沢市間明町1-30 今川ビルC,1000.0
17012020,札幌 海老麺舎 金沢銭五店,https://tabelog.com/ishikawa/A1701/A170101/17012020/,3.36,53,656.0,17.99446487436174,076-299-7058,石川県金沢市普正寺町3-85-1,1000.0
17009852,麺屋 達 杜の里店,https://tabelog.com/ishikawa/A1701/A170101/17009852/,3.07,38,453.0,16.654371173396925,076-222-7633,石川県金沢市田上2-12,999.0
17002575,チュー 松村店,https://tabelog.com/ishikawa/A1701/A170101/17002575/,3.06,10,118.0,13.776597820469574,076-268-0950,石川県金沢市松村町ヌ-53,
17009073,翠園,https://tabelog.com/ishikawa/A1701/A170101/17009073/,3.02,23,285.0,15.509656407237387,076-225-8207,石川県金沢市藤江北4-259,
17001313,らーめん専門店 真打,https://tabelog.com/ishikawa/A1701/A170101/17001313/,3.38,107,1841.0,19.897164689364317,076-298-8822,石川県金沢市大額3-184,999.0
17001831,千番,https://tabelog.com/ishikawa/A1701/A170101/17001831/,3.05,17,203.0,14.886566103319613,076-291-2135,石川県金沢市入江2-189-3,999.0
17000220,８番らーめん 犀川大橋店,https://tabelog.com/ishikawa/A1701/A170101/17000220/,3.08,194,1329.0,19.680533691492297,076-232-1238,石川県金沢市片町2-21-12 KDビル1F,999.0
17005643,８番らーめん 駅西本町店,https://tabelog.com/ishikawa/A1701/A170101/17005643/,3.06,79,1067.0,18.351974981128798,076-221-8886,石川県金沢市駅西本町2-102,1000.0
17005352,前田慶次朗,https://tabelog.com/ishikawa/A1701/A170101/17005352/,3.42,200,3698.0,21.419783681503343,076-255-1353,石川県金沢市片町2-7-1 羽岡ビル 1F,1000.0
17006353,王蘭 北町店,https://tabelog.com/ishikawa/A1701/A170101/17006353/,3.37,93,2279.0,19.92388446067249,076-223-0650,石川県金沢市北町乙64-1,1000.0
17007008,珉来 若宮店,https://tabelog.com/ishikawa/A1701/A170101/17007008/,3.44,152,3429.0,21.056841045830907,076-231-1775,石川県金沢市若宮2-37,1000.0
17008121,らーめん岩本屋 金沢福久店,https://tabelog.com/ishikawa/A1701/A170101/17008121/,3.03,44,321.0,16.40254653326879,076-257-1239,石川県金沢市福久東1丁目88,999.0
17005619,金石餃子店,https://tabelog.com/ishikawa/A1701/A170101/17005619/,3.42,108,3732.0,20.694584937589557,076-268-6618,石川県金沢市金石東1,999.0
17011435,長風,https://tabelog.com/ishikawa/A1701/A170101/17011435/,3.17,46,383.0,16.910819674639797,不明の為情報お待ちしております,石川県金沢市片町1-6-6,1000.0
17005195,こだわりラーメンカフェ 壺水天 田上店,https://tabelog.com/ishikawa/A1701/A170101/17005195/,3.22,45,606.0,17.44289846684641,076-223-2399,石川県金沢市田上町60街区10,
17014070,一喜Z,https://tabelog.com/ishikawa/A1701/A170101/17014070/,3.24,41,473.0,17.12641086363512,不明の為情報お待ちしております,石川県金沢市片町1-6-2,999.0
17013975,一風堂 金沢FORUS店,https://tabelog.com/ishikawa/A1701/A170101/17013975/,3.08,22,120.0,14.718383604711722,076-255-3988,石川県金沢市堀川新町3-1 金沢フォーラス 6F,999.0
17006916,麺屋 雄,https://tabelog.com/ishikawa/A1701/A170101/17006916/,3.24,65,961.0,18.376600141097416,076-252-0533,石川県金沢市高柳町2-9-1,999.0
17008117,南国酒家 香林坊店,https://tabelog.com/ishikawa/A1701/A170101/17008117/,3.03,18,221.0,14.996004156872008,076-220-1419,石川県金沢市香林坊1-1-1 香林坊大和 8Ｆ,
17011365,〆や,https://tabelog.com/ishikawa/A1701/A170101/17011365/,3.32,44,1054.0,18.16929103363455,不明の為情報お待ちしております,石川県金沢市片町2-4-4,999.0
17009821,ご当地ラーメン 巡,https://tabelog.com/ishikawa/A1701/A170101/17009821/,3.26,72,1482.0,18.970373671516,076-224-4788,石川県金沢市堀川町27-2,999.0
17008919,油そば専門店　歌志軒 金沢桜田店,https://tabelog.com/ishikawa/A1701/A170101/17008919/,3.02,33,481.0,16.449576743589994,076-264-8888,石川県金沢市桜田町2-24,999.0
17005620,くるまやラーメン 金沢諸江店,https://tabelog.com/ishikawa/A1701/A170101/17005620/,3.02,39,295.0,16.157014799260782,076-238-7033,石川県金沢市諸江町中丁207-1,1000.0
17005256,花の○,https://tabelog.com/ishikawa/A1701/A170101/17005256/,3.05,11,422.0,15.129260158791878,076-247-8704,石川県金沢市中村町24-13,
17010411,マリシュケ,https://tabelog.com/ishikawa/A1701/A170101/17010411/,3.12,20,636.0,16.350196580840272,090-1393-2434,石川県金沢市尾張町2-11-30,
17000862,チュー 錦町店,https://tabelog.com/ishikawa/A1701/A170101/17000862/,3.05,14,95.0,13.914008432790489,076-264-1098,石川県金沢市小立野1丁目6-23,
17000942,らーめん左介,https://tabelog.com/ishikawa/A1701/A170101/17000942/,3.18,58,730.0,17.847458392436643,076-240-8335,石川県金沢市上安原2-296-1,
17011962,金沢濃厚煮干豚骨 伊乃心,https://tabelog.com/ishikawa/A1701/A170101/17011962/,3.57,372,6163.0,22.972375300012587,050-5456-4451,石川県金沢市片町2-2-13 アパホテルエクセレント 1F,999.0
17014322,麺屋 人とひと 福久店,https://tabelog.com/ishikawa/A1701/A170101/17014322/,3.19,21,137.0,15.016504629187184,076-257-5117,石川県金沢市福久2-89,
17005654,８番らーめん 諸江店,https://tabelog.com/ishikawa/A1701/A170101/17005654/,3.03,29,226.0,15.566386875475988,076-221-1808,石川県金沢市諸江町上丁452-1,999.0
17011256,らーめん むてっぽう  金沢店,https://tabelog.com/ishikawa/A1701/A170101/17011256/,3.19,56,612.0,17.65002645733767,076-238-7022,石川県金沢市直江町イ18-1,999.0
17000145,一世風靡,https://tabelog.com/ishikawa/A1701/A170101/17000145/,3.36,75,1390.0,19.15465820026704,076-249-6128,石川県金沢市新保本5-119,999.0
17009292,亀次郎,https://tabelog.com/ishikawa/A1701/A170101/17009292/,3.44,114,2500.0,20.398364484913518,090-2373-5131,石川県金沢市西念4-2-6,
17008161,北海ラーメン 片町店,https://tabelog.com/ishikawa/A1701/A170101/17008161/,3.09,33,276.0,16.035650135726733,076-261-0304,石川県金沢市片町1-8-16,999.0
17010246,ちゃーしゅうや武蔵 アルプラザ金沢店,https://tabelog.com/ishikawa/A1701/A170101/17010246/,3.03,44,295.0,16.31835444204844,076-256-5539,石川県金沢市諸江町30-1 アルプラザ金沢,999.0
17010230,横濱家系らーめん 元喜家 かほく店,https://tabelog.com/ishikawa/A1701/A170102/17010230/,3.1,27,329.0,15.99773806667077,076-282-9377,石川県かほく市遠塚47-3,999.0
17001314,豚蔵,https://tabelog.com/ishikawa/A1701/A170101/17001314/,3.42,147,2746.0,20.75491941461221,076-280-1052,石川県金沢市横川3-159,
17001510,もきち,https://tabelog.com/ishikawa/A1701/A170101/17001510/,3.36,91,1423.0,19.40737138443077,076-274-5221,石川県白山市中ノ郷町ヘ67-1,
17000176,ミンライ,https://tabelog.com/ishikawa/A1701/A170102/17000176/,3.33,54,991.0,18.368522929563838,076-238-1280,石川県河北郡内灘町向陽台1-1-4,1000.0
17010504,我楽,https://tabelog.com/ishikawa/A1701/A170101/17010504/,3.24,53,614.0,17.68840312368365,不明の為情報お待ちしております,石川県金沢市大河端町西2-142,999.0
17001377,８番らーめん 大徳店,https://tabelog.com/ishikawa/A1701/A170101/17001377/,3.02,20,125.0,14.529708832219585,076-268-0558,石川県金沢市松村町ヌ7-1,999.0
17009217,8番らーめん 金沢駅店,https://tabelog.com/ishikawa/A1701/A170101/17009217/,3.29,661,7150.0,23.249326153172806,076-260-3731,石川県金沢市木ノ新保町1-1 金沢百番街あんと 1F,1000.0
17000958,らうめん 侍の侍,https://tabelog.com/ishikawa/A1701/A170101/17000958/,3.3,300,2564.0,21.298246075303517,076-223-3661,石川県金沢市木ノ新保町1-1 金沢百番街 くつろぎ館 3Ｆ,1000.0
17005639,８番らーめん 宇ノ気店,https://tabelog.com/ishikawa/A1701/A170102/17005639/,3.01,13,90.0,13.69772830205516,076-283-4888,石川県かほく市内日角2-1,
17015090,海誠家,https://tabelog.com/ishikawa/A1701/A170101/17015090/,3.07,13,111.0,14.025367666833404,076-299-5038,石川県金沢市福増北517,
17005469,８番らーめん もりの里店,https://tabelog.com/ishikawa/A1701/A170101/17005469/,3.02,22,178.0,14.989978864955734,076-222-0003,石川県金沢市田上の里1-71,
17007473,らぅめん とみ軒,https://tabelog.com/ishikawa/A1701/A170101/17007473/,3.07,15,156.0,14.523352272036046,不明の為情報お待ちしております,石川県金沢市高尾南3-110,
17007734,山勝角ふじ 金沢店,https://tabelog.com/ishikawa/A1701/A170101/17007734/,3.14,72,1119.0,18.44963529366721,非公開,石川県金沢市北町丁31,1000.0
17005853,にんにくたまごラーメン 金沢トラックステーション店,https://tabelog.com/ishikawa/A1701/A170101/17005853/,3.25,70,636.0,18.07198550802174,076-257-7707,石川県金沢市千木町ル-21-1,999.0
17013960,金澤濃厚甘えびラーメン 紅牡丹,https://tabelog.com/ishikawa/A1701/A170101/17013960/,3.48,152,2466.0,20.80728362220028,050-8887-2612,石川県金沢市昭和町14-11,1000.0
17004298,客野製麺所,https://tabelog.com/ishikawa/A1701/A170101/17004298/,3.52,285,6115.0,22.545853740032776,076-267-5011,石川県金沢市西都1-69,1000.0
17005653,８番らーめん 森本店,https://tabelog.com/ishikawa/A1701/A170101/17005653/,3.01,14,111.0,13.988159112617744,076-201-8976,石川県金沢市百坂町ニ25,
17002724,麺や　福座,https://tabelog.com/ishikawa/A1701/A170101/17002724/,3.66,399,13051.0,23.98645411424279,076-243-2930,石川県金沢市有松4-1-1,1000.0
17012520,らーめん ひかり,https://tabelog.com/ishikawa/A1701/A170101/17012520/,3.09,27,466.0,16.32497466987914,076-235-9822,石川県金沢市泉野出町3-10-1,1000.0
17005642,８番らーめん 入江店,https://tabelog.com/ishikawa/A1701/A170101/17005642/,3.02,25,146.0,14.940148432404516,076-292-0988,石川県金沢市入江3-143,999.0
17007404,らーめん KKR ふくひさ!!,https://tabelog.com/ishikawa/A1701/A170101/17007404/,3.06,18,194.0,14.926326333563477,076-257-3905,石川県金沢市福久町ハ32-1,1000.0
17013645,麺屋 達 金沢駅前店,https://tabelog.com/ishikawa/A1701/A170101/17013645/,3.36,63,437.0,17.792878610408053,076-256-1346,石川県金沢市此花町9-18,
17006861,丸三らーめん,https://tabelog.com/ishikawa/A1701/A170101/17006861/,3.24,54,915.0,18.108816186953096,076-207-5469,石川県金沢市此花町10-18,999.0
17012040,ちょい呑みダイニング 貴,https://tabelog.com/ishikawa/A1701/A170101/17012040/,3.13,27,545.0,16.56126438795515,090-3768-2187,石川県金沢市安江町11-40,2000.0
17000070,平和軒,https://tabelog.com/ishikawa/A1701/A170101/17000070/,3.45,151,4356.0,21.308195651132973,076-221-3993,石川県金沢市尾山町13-7,1000.0
17009598,大吟豚,https://tabelog.com/ishikawa/A1701/A170101/17009598/,3.19,56,794.0,17.91000363605579,076-220-7732,石川県金沢市八日市2-40-1,999.0
17007733,らーめん樹,https://tabelog.com/ishikawa/A1701/A170101/17007733/,3.28,79,1485.0,19.122275186886363,076-223-3911,石川県金沢市長土塀2-17-32,999.0
17010497,横浜家系ラーメン 友喜家,https://tabelog.com/ishikawa/A1701/A170101/17010497/,3.41,82,1611.0,19.50783965242249,076-205-2286,石川県金沢市田上さくら2-96,999.0
17001032,らーめん ほくしん 片町店,https://tabelog.com/ishikawa/A1701/A170101/17001032/,3.11,83,523.0,17.79847184293302,076-232-6004,石川県金沢市片町1-5-25 アパNo.1ビル 1F,1000.0
17011752,来来亭 野々市店,https://tabelog.com/ishikawa/A1701/A170101/17011752/,3.02,21,146.0,14.739683530808716,076-287-6226,石川県野々市市三納3-7,
17005855,六六鱗,https://tabelog.com/ishikawa/A1701/A170101/17005855/,3.02,11,110.0,13.731418181057935,076-263-0660,石川県金沢市片町1-7-15,999.0
17007350,8番らーめん 御影店,https://tabelog.com/ishikawa/A1701/A170101/17007350/,3.04,32,180.0,15.474306105025601,076-243-6088,石川県金沢市御影町3-12,
17005649,８番らーめん 城北南店,https://tabelog.com/ishikawa/A1701/A170101/17005649/,3.02,19,131.0,14.517680650851158,076-253-3678,石川県金沢市小金町4-20,
17005403,来来亭 南新保店,https://tabelog.com/ishikawa/A1701/A170101/17005403/,3.04,50,379.0,16.738362011989622,076-237-4737,石川県金沢市南新保町ロ92-1,1000.0
17014333,らーめん 集,https://tabelog.com/ishikawa/A1701/A170101/17014333/,3.38,50,575.0,17.834298419965084,080-4258-8285,石川県金沢市大豆田本町甲270-1,999.0
17000769,味来軒,https://tabelog.com/ishikawa/A1701/A170101/17000769/,3.06,17,392.0,15.562255721344659,076-263-7441,石川県金沢市小立野3丁目17-1,
17013455,麺絆 SUBARU,https://tabelog.com/ishikawa/A1701/A170101/17013455/,3.07,15,183.0,14.682042224296723,076-282-9559,石川県金沢市福久町へ10-1,
17011890,らーめん かんか,https://tabelog.com/ishikawa/A1701/A170101/17011890/,3.23,42,490.0,17.169884266626795,不明の為情報お待ちしております,石川県金沢市西念2-2-1 デスタン12ビル 1F,1000.0
17003054,博多 一風堂 金沢香林坊店,https://tabelog.com/ishikawa/A1701/A170101/17003054/,3.07,127,1251.0,19.094933868363583,076-263-3331,石川県金沢市片町1-2-3,1000.0
17013672,赤だるま,https://tabelog.com/ishikawa/A1701/A170101/17013672/,3.2,37,368.0,16.67590003571219,076-259-5778,石川県金沢市入江1-22,999.0
17006918,ラーメンとんとん 森本店,https://tabelog.com/ishikawa/A1701/A170101/17006918/,3.27,80,1332.0,19.008526305785637,076-254-0070,石川県金沢市南森本町へ103-1,999.0
17013496,来来亭 金沢小坂店,https://tabelog.com/ishikawa/A1701/A170101/17013496/,3.02,19,90.0,14.14573823478164,076-255-0922,石川県金沢市小坂町北211,999.0
17014142,らーめん全日本,https://tabelog.com/ishikawa/A1701/A170101/17014142/,3.25,28,274.0,16.15752609365034,090-1161-0210,石川県金沢市八日市出町861,999.0
17000817,ナンチャンラーメン 松村店,https://tabelog.com/ishikawa/A1701/A170101/17000817/,3.17,40,527.0,17.06538276375143,076-266-0728,石川県金沢市松村1-284,999.0
17001307,くるまやラーメン 金沢若宮店,https://tabelog.com/ishikawa/A1701/A170101/17001307/,3.05,57,402.0,16.971468174602386,076-264-0281,石川県金沢市若宮1-143,1000.0
17006898,是・空  金沢藤江店,https://tabelog.com/ishikawa/A1701/A170101/17006898/,3.37,126,2121.0,20.213138822924236,076-255-2244,石川県金沢市西都2-63,999.0
17009242,らーめん la.la.la.,https://tabelog.com/ishikawa/A1701/A170102/17009242/,3.36,81,1152.0,19.05818561698616,不明の為情報お待ちしております,石川県河北郡内灘町向粟崎5-247 ミリオン内灘店,999.0
17007025,餃子の王将 金沢東店,https://tabelog.com/ishikawa/A1701/A170101/17007025/,3.03,23,97.0,14.458632075088108,076-258-6606,石川県金沢市福久町ホ27,1000.0
17014019,金沢 麺つみき,https://tabelog.com/ishikawa/A1701/A170101/17014019/,3.61,135,3915.0,21.388011866533663,不明の為情報お待ちしております,石川県金沢市天神町1-18-4,1000.0
17005638,８番らーめん 高松店,https://tabelog.com/ishikawa/A1701/A170102/17005638/,3.01,13,92.0,13.719468288691566,076-281-2662,石川県かほく市高松ム64,
17013514,ラーメン 玄武,https://tabelog.com/ishikawa/A1701/A170101/17013514/,3.17,33,248.0,16.0890855260041,076-205-8356,石川県金沢市片町1-12-17,999.0
17006525,ラーメン 凌駕堂,https://tabelog.com/ishikawa/A1701/A170101/17006525/,3.41,104,2666.0,20.293461944371042,076-287-6572,石川県金沢市三馬1-389,999.0
17002016,いなばや,https://tabelog.com/ishikawa/A1701/A170101/17002016/,3.25,34,786.0,17.434645922204698,076-252-0014,石川県金沢市小橋町3-44,999.0
17006869,中華料理チュー,https://tabelog.com/ishikawa/A1701/A170101/17006869/,3.25,46,639.0,17.58164529840579,076-260-2236,石川県金沢市武蔵町15-1 めいてつ・エムザ,1000.0
17014120,味噌ラー 一二三 金沢間明店,https://tabelog.com/ishikawa/A1701/A170101/17014120/,3.36,36,233.0,16.50842261053077,076-256-3900,石川県金沢市間明町1-250,1000.0
17009419,ちゃんぽん亭総本家 津幡店,https://tabelog.com/ishikawa/A1701/A170102/17009419/,3.05,40,440.0,16.645331355492015,076-255-2216,石川県河北郡津幡町横浜へ41-1,999.0
17001841,万味,https://tabelog.com/ishikawa/A1701/A170101/17001841/,3.5,302,4690.0,22.3098804249397,076-265-7735,石川県金沢市本町2-9-29,999.0
17013922,金澤家,https://tabelog.com/ishikawa/A1701/A170102/17013922/,3.12,18,224.0,15.189427177204148,不明の為情報お待ちしております,石川県かほく市内日角タ25 イオンモールかほく 2F ダイニングパーク,
17001276,双喜亭 金沢店,https://tabelog.com/ishikawa/A1701/A170101/17001276/,3.04,24,191.0,15.200146361869622,050-5600-3191,石川県金沢市中村町10-20 アピタ金沢店 1F,
17009525,たくちゃん,https://tabelog.com/ishikawa/A1701/A170101/17009525/,3.22,46,719.0,17.63942833406217,076-207-9116,石川県金沢市片町2-29-2,1000.0
17000761,餃子の王将 杜の里店,https://tabelog.com/ishikawa/A1701/A170101/17000761/,3.03,35,228.0,15.793944729701572,076-265-7797,石川県金沢市もりの里3-244,1000.0
17014718,近江町ラーメン,https://tabelog.com/ishikawa/A1701/A170101/17014718/,3.08,12,203.0,14.556059222798062,不明の為情報お待ちしております,石川県金沢市青草町88 近江町いちば館 1F,
17000703,８番らーめん 泉ケ丘店,https://tabelog.com/ishikawa/A1701/A170101/17000703/,3.05,43,297.0,16.338121047207316,076-243-8848,石川県金沢市泉野出町4-3-32,999.0
17000300,ラーメン世界 西泉店,https://tabelog.com/ishikawa/A1701/A170101/17000300/,3.26,62,877.0,18.269408265304953,076-244-8677,石川県金沢市西泉2-115,1000.0
17013142,ラーメン 吟とん,https://tabelog.com/ishikawa/A1701/A170101/17013142/,3.17,24,312.0,15.948854180381995,076-225-8422,石川県金沢市神宮寺1-16-20,
17008373,秀,https://tabelog.com/ishikawa/A1701/A170101/17008373/,3.36,110,1378.0,19.6005501193681,076-231-7744,石川県金沢市もりの里3-233,
17013634,麺や神やぐら 田上店,https://tabelog.com/ishikawa/A1701/A170101/17013634/,3.09,19,188.0,15.01662574332443,076-256-1909,石川県金沢市田上本町3-213,
17008429,らーめん松田屋,https://tabelog.com/ishikawa/A1701/A170101/17008429/,3.23,45,671.0,17.564628016310063,076-266-1139,石川県金沢市寺中町ホ6 1F,999.0
17001084,金澤濃厚中華そば 神仙,https://tabelog.com/ishikawa/A1701/A170101/17001084/,3.55,459,10594.0,23.72560925808217,076-264-1144,石川県金沢市西念4-7-1,1000.0
17008129,一心屋 武骨屋商店,https://tabelog.com/ishikawa/A1701/A170101/17008129/,3.27,47,753.0,17.810833581097427,076-239-1148,石川県金沢市直江町2-15-1,
17005652,8番らーめん 福久店,https://tabelog.com/ishikawa/A1701/A170101/17005652/,3.02,19,141.0,14.59070578586605,076-208-3623,石川県金沢市福久東1-20-10,1000.0
17000733,８番らーめん 笠舞店,https://tabelog.com/ishikawa/A1701/A170101/17000733/,3.01,15,137.0,14.274360151844942,076-262-2488,石川県金沢市笠舞本町1-1-6,
17009360,みなと屋,https://tabelog.com/ishikawa/A1701/A170101/17009360/,3.12,29,328.0,16.11749460875996,076-223-3710,石川県金沢市青草町88 近江町いちば館 B1F,
17010679,麺屋 達 大徳店,https://tabelog.com/ishikawa/A1701/A170101/17010679/,3.08,38,255.0,16.10145141983514,050-3491-6184,石川県金沢市松村1-353,1000.0
17011536,ごえちゃんらーめん,https://tabelog.com/ishikawa/A1701/A170101/17011536/,3.35,49,1534.0,18.730713266535073,不明の為情報お待ちしております,石川県金沢市有松2-4-6 有松ハイム 1F,
17011401,中国家庭料理 香満居,https://tabelog.com/ishikawa/A1701/A170101/17011401/,3.2,34,359.0,16.552521705237453,076-299-5662,石川県金沢市南新保ハ45-1,1000.0
